"addon"
{
	"DOTA_GoodGuys"   								"Good Guys"
	"hulk_wyvernguard_edge"					"Wyvernguard Edge"
	"hulk_wyvernguard_edge_lore"			""

	"hulk_gods_anihhilator_cape"			"Gods Slayer Cape"
	"hulk_gods_anihhilator_cape_lore"		""

	"hulk_gods_anihhilator_belt"			"Gods Slayer Belt"
	"hulk_gods_anihhilator_belt_lore"		""

	"iron_man_eternal_head"					"The Eternal Machine"
	"iron_man_eternal_head_lore"			"Tis a poor tradesman who blames his tools, but when your tradecraft is warfare, your tools take on a particular importance. For this reason, Rattletrap long ago set out to transform himself into a the greatest tool of warfare that the keen folk had ever known. Constantly improving himself over the course of many years, he has now finally reached the pinnacle of destructive power, stepping onto the battlefield as the Eternal Machine."

	"green_lantern_immortal_head"			"Mask of Parallax"
	"green_lantern_immortal_head_lore"		"Do not trust the creature, whose element is fear and lie."		

	"pudge_hook_gharpoon"					"The Dragonclaw Hook"
	"pudge_hook_gharpoon_lore"				"The claw from a black dragon's left toe. The only piece of the beast that survived an encounter with Pudge's voracious hunger."

	"compendium_buy"						"You can get access to the compendium by donating 1 USD to us. With a donation of more than 10 USD, you will be given access immediately to the 75th level of the compendium. Contact us at the discord server. https://discord.gg/z5dCZbe"
	"monkey_king_crown_of_old_god"			"Crown of Old God"
	"monkey_king_crown_of_old_god_lore"		"Though his misdeeds have long been forgiven, the thrills of Sun Wukong's crimes live on. Relive three legendary trials from his earliest adventures with the Great Sage's Reckoning. This Monkey King Arcana item includes four dynamic styles unlocked by game state, altered voice effects, and new animations."
	"info_tournament"						"The tournament will be held from June 17 - 18. To take part in the most grandiose event, contact us at Discord :: https://discord.gg/z5dCZbe"
	
	"the_lord_inqusitor"					"The Lord Inquisitor"
	"the_lord_inqusitor_lore"				""
	
	"npc_dota_hero_drow_ranger"		"Arrow"
	"new_npc_dota_hero_drow_ranger"	""
	"dark_shadows"					"Dark Shadows"
	
	"treasure8"						"Treasure of Shadows"
	"treasure8_lore"				"Ancient treasure, stored in the shadows of this strange island"
	
	"treasure9"						"Golden Treasure of Shadows"
	"treasure9_lore"				"Treasure, to which there are no equal"
	
	"treasure10"					"Treasure of Avernus"
	"treasure10_lore"				""
	
	"npc_dota_hero_nyx_assassin"													  "Ares"
	"new_npc_dota_hero_nyx_assassin"												  "Ares"
	"npc_dota_hero_nyx_assassin_hype"											      "As do all the immortal Olympian gods, Ares possesses tremendous strength, though he is now perhaps the strongest of them, rivaled only by Hercules. Moreover, he is a master of conflict and strategy with centuries of experience in the field, and has complete telekinetic command and mastery over any weapon. He also possesses superhuman speed and superhuman agility equal to that of Hermes once he absorbs massive amounts of the psychic energies that give him his powers."
	"new_npc_dota_hero_nyx_assassin_hype"											  "As do all the immortal Olympian gods, Ares possesses tremendous strength, though he is now perhaps the strongest of them, rivaled only by Hercules. Moreover, he is a master of conflict and strategy with centuries of experience in the field, and has complete telekinetic command and mastery over any weapon. He also possesses superhuman speed and superhuman agility equal to that of Hermes once he absorbs massive amounts of the psychic energies that give him his powers. "
	
	"new_npc_dota_hero_godspeed_hype"			"Godspeed shares the same abilities as any other speedster, having both shown to have super speed and the ability to generate cyclones by rapidly spinning his arms. He also has the ability to forcibly take another speedster's speed, which is shown when he ran around a speedster (or speedsters) at extreme speed, resulting in Godspeed gaining their speed, but at the cost of injuring himself and killing the speedster."
	"npc_dota_hero_godspeed_hype"				"Godspeed shares the same abilities as any other speedster, having both shown to have super speed and the ability to generate cyclones by rapidly spinning his arms. He also has the ability to forcibly take another speedster's speed, which is shown when he ran around a speedster (or speedsters) at extreme speed, resulting in Godspeed gaining their speed, but at the cost of injuring himself and killing the speedsters."
	"new_npc_dota_hero_godspeed"				"Godspeed"
	"npc_dota_hero_godspeed"		   			 "Godspeed"
	
	"CompetitiveGame"							"Competitive Game"
	"CompetitiveGame_Lore"						"Competitive Rating, or Rank is a value that determines the skill level of each player. Winning increases a player's Rank, while losing decreases it."
	
	"NotCompetitiveGame"							"Unranked Game"
	"NotCompetitiveGame_Lore"						""
	
	"draks_elemental_rage"						"Elemental Rage"
	"draks_elemental_rage_lore"					""
	
	"rubic_purlex_stuff"						"Purpex Daggers"
	"rubic_purlex_stuff_lore"					""
	
	"kantusa_the_script_sword"					"Kantusa the Script Sword"
	"kantusa_the_script_sword_lore"				""
	
	"chaos_fulcrum"								"Chaos Fulcrum"
	"chaos_fulcrum_lore"						""

	"princess_of_abysm"							"Princess of Abysm"
	"princess_of_abysm_lore"					""
	
	"neptunes_faith"							"Neptune's Faith"
	"neptunes_faith_lore"						""
	
	"whispers_of_the_dead"						"Whispers of the Dead"
	"whispers_of_the_dead_lore"					""
	
	"pacific_hardness"							"Pacific Hardness"
	"pacific_hardness_lore"						""
	
	"the_eternal_master"						"The Eternal Master"
	"the_eternal_master_lore"					"In a matter of years, the ship was full and he had to stop in order to collect expanded facilities for his permanent collection. Using robo-mechanics bought on planet Cron, the Collector transferred his collection."
	
	"anubis_jugment"							"Anubis Judgment"
	"anubis_jugment_lore"						"Now don't think badly of me: I can't help but wish for the end of all things. It's in my nature, my very identity, for my name...to some, at least -- is Oblivion. Before creation was... I was. Where creation ends... I wait. I am the void. The breath between life and death. Between death and rebirth. The nothing -- from which the everything springs."
	
	"ronan_eternity_hammer"						"The Hammer of Eternity"
	"ronan_eternity_hammer_lore"				"The Universal weapon is capable of various effects such as energy blasts, force fields, flight, and changing the structure of matter. It is made of an extremely hard material. A fail-safe measure shocks unauthorized users."
	
	"ECON_Tooltip_Hero"		"Hero: "
	"ECON_Tooltip_Quality"	"Quality: "
	"ECON_Tooltip_Slot"		"Slot: "
	
	
	"SLOT_global"		"Set"
	"SLOT_weapon"		"Weapon"
	"SLOT_head"			"Head"
	"SLOT_back"			"Back"
	"SLOT_armor"		"Armor"
	"SLOT_medal"		"Medal"
	"SLOT_treasure"		"Treasure"
	"SLOT_cape"			"Cape"
	"SLOT_shield"		"Shield"
	"SLOT_hand"			"Hand"
	"SLOT_bracer"		"Bracer"
	
	"DOTA_Holdout_Round_Kobold_Title"			"We are legion"
	"DOTA_Holdout_Round_Zombies_Title"			"Infection..."
	"DOTA_Holdout_Round_Undead_Title"			"Scourge is here."
	"DOTA_Holdout_Round_Volves_Title"			"From forest, with love!"
	"DOTA_Holdout_Round_Trees_Title"			"Forest is living!"
	"DOTA_Holdout_Round_Orge_Title"				"Darkness"
	"DOTA_Holdout_Round_Chiken_Title"			"Fowl party!"
	"DOTA_Holdout_Round_Roshan_Title"			"From ancient dephs"
	"DOTA_Holdout_Round_Pudge_Title"			"Oh! Fresh meat!"
	"DOTA_Holdout_Round_Ursa_Title"				"Long claws, sharp teeth"
	"DOTA_Holdout_Round_Dark_Title"				"Night is terrible"
	"DOTA_Holdout_Round_LichKing_Title"			"Arthas...my son..."
	"DOTA_Holdout_Round_Night_Title"			"You are blind insects!"
	
	"osiris_vestments"							"Vestments of Ra"
	"osiris_vestments_lore"						"And let the Sun illuminate him, for he is no longer the son of Krpton - and certainly much more."
	
	"wanda_arcana"								"The Abysm Queen"
	"wanda_arcana_lore"							"Sometimes we find something that neither History nor Logic can explain."
	
	"tribunal_supreme_harvester"				"Eternal Spear of Judgment"
	"tribunal_supreme_harvester_lore"			"And God created a judge that he would keep order over millions of realities and universes, saving life in its diversity."
	
	"thanos_crystals_of_foundation"				"Crystal of Foundation"
	"thanos_crystals_of_foundation_lore"		"From the very first day, Thanos knew that he was dying for his fate."
	
	"loki_poseidons_daggers"					"Poseidon's Daggers"
	"loki_golden_poseidons_daggers"				"Golden Poseidon's Daggers"
	
	"medivh_soul_catcher"						"Soul Catcher"
	"medivh_soul_catcher_lore"					""
	"odin_spear_of_fate"						"Spear of Destiny"
	"odin_spear_of_fate_lore"					"Once tasted the fruit of power - will never come from this circle. Only the creation of God is stronger than human lust."
	"odin_elder_scroll"							"The Elder Scroll"
	"odin_elder_scroll_lore"					""
	"loki_poseidons_daggers"					"Poseidon's Daggers"
	"loki_poseidons_daggers_lore"				""
	
	"ares_olympus_shield"						"Aegis of the Immortal"
	"ares_olympus_shield_lore"					""
	
	"ares_olympus_sword"						"Olympus Sword"
	"ares_olympus_sword_lore"					""
	
	"daredevil_elv_helmet"						"The Pureblood Helmet"
	"daredevil_elv_helmet_lore"					""
	
	"pudge_octopus_hand"						"Scavenging Guttleslug"
	"pudge_octopus_hand_lore"					""
	
	
	"pudge_golden_octopus_hand"					"Golden Scavenging Guttleslug"
	"pudge_golden_octopus_hand_lore"			"Fish is an excellent substitute for meat!"
	
	"scarlet_golden_armor"						"Golden Dress of Scarlet Witch"
	"scarlet_golden_armor_lore"					"Never before had she felt so adorable..."
	
	"darkest_night_bronze"						"The Darkest Night"
	"darkest_night_bronze_lore"					"Have holded only 6 waves :("
	
	"darkest_night_silver"						"The Darkest Night"
	"darkest_night_silver_lore"					"Have holded 13 waves :)"
	
	"darkest_night_gold"						"The Darkest Night"
	"darkest_night_gold_lore"					"Have won 5 times!"
	
	"darkest_night_platinum"					"The Darkest Night"
	"darkest_night_platinum_lore"				"Have won 10 times!"
	
	"shard_of_diamond"							"Shard of Diamond"
	"shard_of_diamond_lore"						"Sometimes, even the rarest piece of jewelry is an unnecessary trinket, and sometimes - an invaluable treasure!"
	
	"iron_fist_ways_of_faith"					"Ways of Faith"
	"iron_fist_ways_of_faith_lore"				"When he was looking for harmony, no one was talking about where this cloak came from..."
	
	"dormammu_mask_of_dark_god"					"Mask of Dark God"
	"dormammu_mask_of_dark_god_lore"			"He was always a powerful magician - but now he is none other than its God!"
	
	"collector_gloves_of_elder_one"				"Gloves of the Elder One"
	"collector_gloves_of_elder_one_lore"		"There is no one more ancient than him who is an Creator"
	
	"odin_odinforce"							"Odinforce"
	"odin_odinforce_lore"						"The power of ancient gods in this cape..."
	
	"iron_fist_golden_ways_of_faith"			"Golden Ways of Faith"
	"iron_fist_golden_ways_of_faith_lore"		""
	
	"ares_son_of_zeus"							"Son of Zeus"
	"ares_son_of_zeus_lore"						"Nothing can resist the force of the thunder..."
	
	"oblivion_shard_of_creation"				"Shard of Oblivion"
	"oblivion_shard_of_creation_lore"			"He is a lullaby, and a crunch of bones and a leaf from a book ... he is - Oblivion. Everyone will come to him sometime."
	
	"npc_dota_hero_pangolier"						"Celebrimbor"
	"npc_npc_dota_hero_pangolier_hype"			"Celebrimbor was the son of Curufin, who was the fifth son of Fëanor (son of Finwë and his first wife Miriel) and Nerdanel. During the First Age, he lived with his father in Nargothrond, but took no part in the deeds of Curufin and Celegorm regarding Lúthien, Beren, and Finrod. He in fact repudiated his father's deeds, and did not follow his father and uncle when they were expelled from Nargothrond."
	"new_npc_dota_hero_pangolier"					"Celebrimbor"
	"new_npc_dota_hero_pangolier_hype"			"Celebrimbor was the son of Curufin, who was the fifth son of Fëanor (son of Finwë and his first wife Miriel) and Nerdanel. During the First Age, he lived with his father in Nargothrond, but took no part in the deeds of Curufin and Celegorm regarding Lúthien, Beren, and Finrod. He in fact repudiated his father's deeds, and did not follow his father and uncle when they were expelled from Nargothrond."
	
		
	"pudge_vessels_of_eternity"				"Vessels of Eternity"
	"pudge_vessels_of_eternity_lore"		"In the Fields of Endless Carnage, far to the south of Quoidge, a corpulent figure works tirelessly through the night--dismembering, disembowelling, piling up the limbs and viscera of the fallen that the battlefield might be clear by dawn. In this cursed realm, nothing can decay or decompose; no corpse may ever return to the earth from which it sprang, no matter how deep you dig the grave."
	
	"neo_noir"				"Neo Noir"
	"neo_noir_lore"			"Wanda was trained by Agatha Harkness in witchcraft. Her sorceress training has not given her a set of powers separate from her mutant abilities, but only honed her control over her existing abilities. She has, however, a special affinity for the natural elements and materials that witches utilize in their spells: the four alchemical elements, wood, organic substances, etc."
	
	"king_thanos"			"Seventh Son"
	"king_thanos_lore"		"Am I not Thanos?! Did I not butcher the woman who gave me birth, who forced me into this hell called life? Is not the wake of my passing crimson with the blood of my enemies and allies alike?! Death is with me every second of the day!"
